Year,Country_Code,Interest,Privacy,Settlement_type,Urban/Rural,Family_Importance,Politics_Importance,Work_Importance,Religion_Importance,Faith_Over_Science,Believe,Gender_Politics,Gender_University,Gender_Work
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Not at all important,Not at all important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Disagree Strongly,yes,Neutral,Neutral,Agree strongly
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Very important,Rather important,Not very important,Agree Strongly,yes,Disagree,Disagree,Disagree Strongly
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Very important,Not at all important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Not very important,Not at all important,Disagree Strongly,yes,Agree,Neutral,Neutral
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Rather important,Neutral,yes,Neutral,Neutral,Neutral
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Disagree,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Agree Strongly,yes,Disagree,Disagree,Disagree Strongly
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Not very important,Not at all important,Neutral,yes,Disagree,Disagree,Disagree Strongly
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Not very important,Not at all important,Agree Strongly,yes,Disagree,Disagree,Disagree Strongly
2020,MAC,Very interested,Very private,Capital City,Urban,Very important,Very important,Very important,Rather important,Agree Strongly,yes,Agree,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Rather important,Not very important,Not very important,Agree,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Agree,yes,Agree,Agree,Neutral
2020,MAC,Not interested,Very private,Capital City,Urban,Rather important,Not very important,Very important,Not very important,Disagree Strongly,yes,Neutral,Neutral,Agree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Agree,no,Neutral,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Agree,no,Neutral,Neutral,Neutral
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Very important,Rather important,Not very important,Neutral,yes,Agree strongly,Agree,Agree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Agree Strongly,yes,Neutral,Neutral,Neutral
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Disagree Strongly,yes,Agree strongly,Agree,Agree strongly
2020,MAC,Not interested,Not private,Capital City,Urban,Rather important,Rather important,Not very important,Rather important,Agree,yes,Agree,Agree,Agree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Rather important,Not very important,Not very important,Disagree Strongly,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Very important,Very important,Not at all important,Agree Strongly,yes,Disagree,Disagree,Agree strongly
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Neutral,no,Disagree,Disagree,Neutral
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Disagree,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Not very important,Not very important,Neutral,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Very important,Not at all important,Agree,yes,Agree,Disagree,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Rather important,Not very important,Rather important,Not at all important,Disagree Strongly,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Disagree Strongly,yes,Neutral,Neutral,Agree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Very important,Not at all important,Disagree Strongly,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not at all important,Neutral,yes,Neutral,Disagree,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Disagree,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Agree,yes,Agree strongly,Neutral,Neutral
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Disagree,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Disagree,yes,Disagree,Disagree,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Not very important,Not very important,Disagree,no,Neutral,Disagree,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Rather important,Not very important,Not very important,Not very important,Agree,yes,Neutral,Agree strongly,Agree
2020,MAC,Very interested,Very private,Capital City,Urban,Rather important,Not very important,Rather important,Rather important,Disagree,yes,Agree,Agree,Neutral
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Neutral,no,Neutral,Neutral,Neutral
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Agree Strongly,yes,Agree,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Neutral,yes,Disagree,Disagree,Disagree Strongly
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Neutral,yes,Neutral,Neutral,Disagree Strongly
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Disagree Strongly,no,Agree,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Disagree,no,Disagree,Disagree,Disagree
2020,MAC,Very interested,Not private,Capital City,Urban,Very important,Not very important,Very important,Not at all important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Disagree,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Neutral,yes,Agree,Agree,Neutral
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Rather important,Not very important,Rather important,Not very important,Agree,no,Neutral,Agree,Neutral
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not at all important,Very important,Not very important,Neutral,yes,Agree,Neutral,Agree
2020,MAC,Very interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Agree Strongly,no,Agree,Agree,Agree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not very important,Very important,Not at all important,Agree,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Agree,yes,Agree,Agree,Agree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Neutral,yes,Agree,Agree,Agree strongly
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Disagree,yes,Neutral,Neutral,Neutral
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Very important,Very important,Not very important,Disagree Strongly,no,Agree,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Rather important,Disagree,yes,Neutral,Neutral,Neutral
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Rather important,Not very important,Not very important,Not very important,Neutral,no,Agree,Neutral,Agree
2020,MAC,Very interested,Very private,Capital City,Urban,Rather important,Not very important,Rather important,Not very important,Disagree,no,Neutral,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Very important,Not very important,Neutral,yes,Agree,Neutral,Neutral
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not at all important,Neutral,yes,Agree,Neutral,Disagree
2020,MAC,Not interested,Not private,Capital City,Urban,Rather important,Not very important,Not very important,Not very important,Neutral,no,Disagree,Agree strongly,Disagree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Very important,Very important,Rather important,Agree Strongly,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Neutral,yes,Disagree,Disagree,Disagree Strongly
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Neutral,yes,Disagree,Disagree,Disagree Strongly
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not at all important,Not at all important,Not at all important,Neutral,yes,Neutral,Agree,Neutral
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Very important,Not very important,Not very important,Agree,yes,Neutral,Neutral,Neutral
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not at all important,Disagree,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not at all important,Disagree,no,Disagree,Disagree,Disagree Strongly
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Very important,Rather important,Not very important,Agree,yes,Neutral,Neutral,Neutral
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Neutral,no,Disagree,Disagree,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Disagree,no,Neutral,Neutral,Disagree Strongly
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Very important,Not at all important,Not at all important,Neutral,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Disagree Strongly,yes,Neutral,Neutral,Neutral
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Neutral,no,Neutral,Disagree,Disagree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Disagree,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not at all important,Disagree,no,Neutral,Neutral,Disagree
2020,MAC,Not interested,Not private,Capital City,Urban,Rather important,Rather important,Not very important,Not very important,Disagree,yes,Agree strongly,Agree strongly,Neutral
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not at all important,Neutral,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Rather important,Rather important,Very important,Not very important,Disagree,yes,Agree,Disagree,Agree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Neutral,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Neutral,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Neutral,no,Neutral,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Neutral,yes,Neutral,Disagree,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Neutral,no,Neutral,Neutral,Disagree Strongly
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Neutral,no,Agree,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Very important,Rather important,Neutral,yes,Neutral,Neutral,Agree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not at all important,Disagree,yes,Disagree,Disagree,Disagree Strongly
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Disagree Strongly,yes,Agree,Agree,Agree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Neutral,no,Neutral,Neutral,Neutral
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Disagree Strongly,yes,Agree,Neutral,Agree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not at all important,Not very important,Not at all important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not at all important,Not at all important,Not at all important,Disagree Strongly,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Neutral,yes,Neutral,Neutral,Disagree Strongly
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not at all important,Very important,Not at all important,Neutral,yes,Neutral,Neutral,Neutral
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Disagree Strongly,yes,Agree,Neutral,Agree strongly
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Disagree Strongly,yes,Agree,Neutral,Agree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Disagree Strongly,yes,Neutral,Agree,Agree strongly
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Disagree Strongly,yes,Agree,Agree strongly,Agree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Disagree,yes,Disagree,Disagree,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Disagree Strongly,yes,Agree,Neutral,Agree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Neutral,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Disagree,no,Neutral,Neutral,Disagree Strongly
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Disagree Strongly,yes,Agree,Neutral,Agree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Disagree Strongly,yes,Agree,Neutral,Agree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Disagree,yes,Disagree,Disagree,Disagree Strongly
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Disagree,yes,Neutral,Neutral,Neutral
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Disagree Strongly,yes,Neutral,Neutral,Disagree Strongly
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Disagree Strongly,yes,Agree,Neutral,Agree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Very important,Very important,Very important,Neutral,yes,Neutral,Neutral,Neutral
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Very important,Not very important,Disagree,yes,Disagree,Disagree,Disagree Strongly
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Very important,Rather important,Neutral,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Very important,Not very important,Neutral,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Neutral,no,Neutral,Neutral,Neutral
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not at all important,Disagree,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Very important,Not at all important,Disagree Strongly,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Rather important,Rather important,Rather important,Neutral,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Very important,Rather important,Neutral,yes,Neutral,Disagree,Disagree Strongly
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Disagree Strongly,yes,Neutral,Neutral,Disagree Strongly
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Very important,Not at all important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Not very important,Rather important,Not very important,Not at all important,Agree,yes,Disagree,Neutral,Agree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Rather important,Not very important,Very important,Not very important,Disagree,no,Agree,Agree,Neutral
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Disagree,no,Neutral,Agree,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Rather important,Not at all important,Not very important,Not at all important,Disagree Strongly,no,Disagree,Disagree,Disagree Strongly
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Very important,Not at all important,Disagree,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Rather important,Not very important,Not very important,Not very important,Agree,no,Agree,Neutral,Neutral
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Not very important,Not at all important,Agree,yes,Agree,Agree,Agree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Rather important,Not very important,Not very important,Not very important,Neutral,no,Agree,Agree,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Neutral,no,Agree,Agree,Agree
2020,MAC,Not interested,Not private,Capital City,Urban,Rather important,Not very important,Not very important,Not very important,Disagree,yes,Agree,Agree,Neutral
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Agree Strongly,yes,Agree,Agree,Agree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Rather important,Very important,Not very important,Disagree,no,Agree,Neutral,Disagree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Rather important,Very important,Not very important,Neutral,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Disagree Strongly,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Neutral,yes,Neutral,Neutral,Agree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Disagree Strongly,yes,Neutral,Neutral,Neutral
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Rather important,Rather important,Rather important,Not very important,Agree Strongly,no,Agree,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not at all important,Rather important,Not very important,Agree,yes,Agree,Neutral,Disagree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Rather important,Not very important,Not at all important,Disagree,no,Agree,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not at all important,Agree Strongly,no,Agree strongly,Neutral,Disagree
2020,MAC,Very interested,Very private,Capital City,Urban,Rather important,Not very important,Not very important,Not at all important,Neutral,yes,Agree,Agree,Neutral
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Rather important,Not very important,Rather important,Agree,no,Agree strongly,Agree,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Neutral,no,Agree strongly,Agree,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Rather important,Not very important,Very important,Not very important,Agree,no,Neutral,Neutral,Disagree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not at all important,Rather important,Not very important,Disagree,yes,Agree strongly,Neutral,Agree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Neutral,no,Agree,Neutral,Neutral
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Agree,no,Agree strongly,Agree,Neutral
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Rather important,Not at all important,Not at all important,Not at all important,Neutral,no,Agree,Agree,Neutral
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Disagree Strongly,yes,Agree strongly,Agree strongly,Agree strongly
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Neutral,no,Agree,Agree,Neutral
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Disagree,yes,Neutral,Disagree,Disagree Strongly
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Disagree,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Rather important,Rather important,Rather important,Agree,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Very important,Rather important,Agree,no,Agree,Agree,Neutral
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Agree,no,Neutral,Neutral,Neutral
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Neutral,no,Agree,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Neutral,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Disagree,yes,Disagree,Disagree,Disagree Strongly
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Not very important,Not very important,Disagree,no,Disagree,Disagree,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Agree,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Very important,Very important,Not very important,Neutral,yes,Agree,Agree,Neutral
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Very important,Not very important,Neutral,yes,Disagree,Disagree,Disagree Strongly
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Neutral,yes,Agree strongly,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Agree,no,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Agree,yes,Neutral,Neutral,Disagree Strongly
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Rather important,Not very important,Not very important,Not very important,Agree,yes,Agree strongly,Agree,Agree
2020,MAC,Somewhat interested,Not private,Capital City,Urban,Very important,Not at all important,Not at all important,Not at all important,Neutral,no,Disagree,Agree strongly,Disagree Strongly
2020,MAC,Not interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not at all important,Neutral,yes,Neutral,Neutral,Disagree
2020,MAC,Somewhat interested,Very private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Agree,no,Agree,Neutral,Disagree
2018,MYS,Somewhat interested,Very private,District center,Urban,Very important,Not very important,Very important,Rather important,Agree,yes,Neutral,Disagree,Neutral
2018,MYS,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Neutral,no,Agree,Agree,Agree
2018,MYS,Somewhat interested,Very private,District center,Urban,Very important,Not very important,Very important,Not very important,Agree,yes,Agree,Agree,Agree
2018,MYS,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not at all important,Agree,no,Agree,Disagree,Neutral
2018,MYS,Very interested,Very private,Capital City,Urban,Very important,Not very important,Not very important,Not at all important,Neutral,no,Neutral,Disagree,Neutral
2018,MYS,Very interested,Very private,District center,Urban,Very important,Not very important,Rather important,Not at all important,Neutral,no,Neutral,Disagree,Disagree
2018,MYS,Somewhat interested,Very private,Regional center,Urban,Rather important,Not very important,Not very important,Not very important,Agree Strongly,no,Neutral,Neutral,Neutral
2018,MYS,Not interested,Very private,District center,Urban,Very important,Not very important,Rather important,Not very important,Agree Strongly,yes,Agree strongly,Agree strongly,Agree
2018,MYS,Very interested,Very private,Regional center,Urban,Very important,Rather important,Rather important,Not very important,Disagree Strongly,no,Neutral,Neutral,Disagree
2018,MYS,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Not very important,Not at all important,Disagree Strongly,yes,Disagree,Disagree,Disagree Strongly
2018,MYS,Not interested,Very private,Regional center,Urban,Very important,Not very important,Rather important,Not very important,Neutral,no,Agree strongly,Disagree,Agree
2018,MYS,Very interested,Very private,Capital City,Urban,Very important,Very important,Very important,Very important,Disagree,no,Agree strongly,Agree,Neutral
2018,MYS,Somewhat interested,Very private,District center,Urban,Very important,Rather important,Not very important,Not at all important,Agree,no,Disagree,Disagree,Disagree Strongly
2018,MYS,Very interested,Very private,District center,Urban,Very important,Rather important,Rather important,Not at all important,Disagree Strongly,yes,Neutral,Disagree,Disagree Strongly
2018,MYS,Somewhat interested,Very private,Capital City,Urban,Very important,Rather important,Rather important,Not very important,Disagree Strongly,no,Neutral,Neutral,Disagree
2018,MYS,Very interested,Very private,Regional center,Urban,Very important,Rather important,Very important,Not very important,Agree Strongly,no,Neutral,Neutral,Disagree
2018,MYS,Very interested,Very private,Capital City,Urban,Very important,Rather important,Very important,Not very important,Disagree,yes,Agree strongly,Agree strongly,Agree strongly
2018,MYS,Somewhat interested,Not private,Capital City,Urban,Very important,Not at all important,Rather important,Very important,Disagree Strongly,no,Agree,Neutral,Agree strongly
2018,MYS,Very interested,Very private,Capital City,Urban,Very important,Not at all important,Rather important,Not at all important,Disagree Strongly,yes,Disagree,Agree strongly,Disagree
2018,MEX,Very interested,Very private,Capital City,Urban,Very important,Not at all important,Very important,Very important,Disagree Strongly,yes,Agree,Agree,Disagree
2018,MEX,Very interested,Very private,Capital City,Urban,Very important,Rather important,Very important,Not very important,Disagree Strongly,yes,Neutral,Neutral,Disagree Strongly
